0.0847475,0.206919
0.00522856,0.206031
0.00505711,0.202725
0.00560906,0.204071
0.0057166,0.203024
0.0050306,0.204022
0.00515119,0.203832
0.005013,0.205274
0.00534641,0.20237
0.00492197,0.202168
0.00506275,0.203141
0.00502709,0.201296
0.00497578,0.202187
0.00612383,0.201279
0.00490094,0.201156
0.00493619,0.203053
0.00498706,0.211154
0.00504877,0.201963
0.00506896,0.201082
0.00507437,0.201845
0.00526163,0.201748
0.00497736,0.200759
0.0052218,0.201549
0.00497563,0.200635
0.00500152,0.200822
0.00509982,0.200856
0.00549279,0.201713
0.00497179,0.201882
0.00510969,0.200747
0.00533251,0.200859
0.00494413,0.2004
0.00533691,0.201282
0.00497385,0.20097
0.00488438,0.201045
0.0050589,0.20141
0.00497488,0.200956
0.00517842,0.201673
0.00496517,0.2015
0.00509944,0.200831
0.00500697,0.201845
0.00511391,0.201769
0.00498567,0.200934
0.0050046,0.200969
0.0050216,0.201627
0.0049737,0.200995
0.00483994,0.201336
0.00489769,0.201
0.00494822,0.201028
0.00527598,0.201075
0.00504302,0.201467
0.00516236,0.201016
0.00663041,0.203557
0.00548617,0.209934
0.00510115,0.202132
0.0056029,0.201856
0.0056242,0.201075
0.00497027,0.202266
0.00498861,0.201916
0.00496485,0.200993
0.00523467,0.201519
0.00500342,0.200962
0.00508129,0.201485
0.00492868,0.201377
0.00489839,0.201921
0.00493239,0.201043
0.00487521,0.201324
0.00523765,0.200637
0.00483361,0.201611
0.00489735,0.201267
0.00485671,0.200991
0.00506778,0.200898
0.00503733,0.200791
0.00499621,0.200492
0.00504053,0.201832
0.00494944,0.200629
0.00486742,0.201395
0.00520289,0.201735
0.00506589,0.202106
0.00513588,0.201146
0.00494613,0.201303
0.00507444,0.200653
0.00481567,0.201428
0.00515956,0.201398
0.00487292,0.200868
0.00494903,0.200995
0.00537649,0.201709
0.00492199,0.203094
0.00527985,0.206749
0.00502528,0.207391
0.00508707,0.208359
0.0051039,0.202213
0.00519961,0.201757
0.00518014,0.209167
0.00502899,0.2155
0.00512588,0.213822
0.00493202,0.213675
0.00532089,0.20476
0.00494188,0.20275
0.00517063,0.20639
0.00505284,0.211831
