0.0676046,0.205098
0.00584752,0.204366
0.0060262,0.20196
0.00610574,0.201835
0.0066576,0.201742
0.00590301,0.201988
0.0059493,0.201851
0.00589853,0.201854
0.00596561,0.201717
0.00592715,0.200644
0.00588891,0.201164
0.0059735,0.200279
0.00589578,0.205432
0.00728663,0.203601
0.0062325,0.202906
0.0058563,0.203808
0.00598152,0.204883
0.00606152,0.202567
0.00603913,0.202769
0.0061866,0.200811
0.00599174,0.200526
0.00582799,0.204715
0.00611978,0.204145
0.00612215,0.201089
0.0059654,0.203985
0.00584337,0.205427
0.00616284,0.201533
0.00578098,0.204338
0.00670866,0.213182
0.00599724,0.212747
0.00579208,0.216252
0.00630219,0.218914
0.00633566,0.212639
0.00579891,0.212657
0.00587961,0.212588
0.005802,0.214345
0.00581949,0.204683
0.00607442,0.202178
0.00584858,0.202159
0.00576573,0.201562
0.00595181,0.200997
0.00587734,0.201041
0.00584582,0.200858
0.00593527,0.200572
0.00590383,0.201687
0.00590149,0.21503
0.00613777,0.213668
0.00590471,0.213371
0.00596528,0.214374
0.00605025,0.214094
0.00608106,0.213908
0.00606907,0.214185
0.00665215,0.212567
0.00589823,0.202784
0.00600954,0.201509
0.0059505,0.201806
0.00581299,0.202157
0.00585138,0.202959
0.00625223,0.2023
0.00581008,0.203889
0.00591792,0.207398
0.0058913,0.201118
0.00601161,0.201365
0.00575504,0.201129
0.00578575,0.201798
0.00608895,0.202159
0.00590713,0.202083
0.00588179,0.203084
0.00594767,0.211289
0.00631548,0.203801
0.00597762,0.206282
0.00587264,0.205177
0.00606797,0.202821
0.00588762,0.202451
0.00596823,0.204216
0.00585748,0.202431
0.0059332,0.208397
0.00656072,0.202723
0.00617776,0.20233
0.00592814,0.202397
0.00585278,0.201992
0.00568103,0.203819
0.00596783,0.202925
0.00623989,0.200687
0.00587909,0.200755
0.00590536,0.201895
0.00629453,0.201265
0.00585168,0.21063
0.00597597,0.209807
0.00593864,0.206774
0.00658477,0.207105
0.00634448,0.203774
0.00592428,0.201278
0.00600511,0.20142
0.00579606,0.201897
0.0060638,0.201577
0.00584994,0.207691
0.00642504,0.20126
0.00586712,0.201051
0.00582901,0.206544
