0.0634856,0.219325
0.0345344,0.207984
0.0054693,0.201434
0.00538838,0.202764
0.00586892,0.201571
0.00542831,0.2031
0.00544033,0.203067
0.0053609,0.203307
0.00538104,0.20339
0.00533665,0.200843
0.00531876,0.202291
0.00548306,0.201142
0.00527237,0.202475
0.00579192,0.20168
0.00540059,0.200557
0.00543056,0.201546
0.00545196,0.201224
0.00542052,0.202134
0.00537211,0.201126
0.00540411,0.201293
0.0053646,0.201576
0.00530386,0.201473
0.00534054,0.201273
0.00531389,0.201015
0.00540149,0.202305
0.00536923,0.201304
0.00536677,0.202481
0.00568398,0.201946
0.00586477,0.201575
0.005456,0.210223
0.00566954,0.203509
0.00547681,0.20144
0.00533343,0.200646
0.00530801,0.202952
0.00540132,0.201259
0.00532101,0.201086
0.00549089,0.20197
0.0054524,0.201355
0.00546434,0.201903
0.00526739,0.201243
0.00544207,0.201245
0.00534978,0.200847
0.00532991,0.201334
0.00553509,0.202512
0.00553323,0.202123
0.00533408,0.201497
0.00541899,0.201278
0.00539066,0.202573
0.00557921,0.201044
0.00526574,0.200964
0.00542691,0.202599
0.0056082,0.201663
0.00536075,0.202751
0.00534365,0.203069
0.00528292,0.201905
0.00582551,0.200785
0.00532314,0.202176
0.00537307,0.201342
0.0053912,0.200996
0.00552415,0.207899
0.00538332,0.204706
0.00530271,0.20225
0.00540578,0.201109
0.00537597,0.201538
0.00538585,0.201402
0.00533566,0.20181
0.00550923,0.205181
0.00575797,0.204775
0.0057104,0.203561
0.00537923,0.203533
0.00538036,0.204796
0.0054421,0.2042
0.00539666,0.20442
0.00537882,0.203921
0.00537525,0.205129
0.00555103,0.212
0.00548537,0.212444
0.00538222,0.205297
0.00547809,0.203886
0.00542135,0.205185
0.00546791,0.204862
0.00532088,0.203449
0.00532999,0.204161
0.00519454,0.203609
0.00524754,0.20485
0.00530131,0.201296
0.00542653,0.202168
0.00540206,0.201373
0.00533705,0.202817
0.0054065,0.202834
0.00545266,0.203194
0.00534275,0.201868
0.00537899,0.201264
0.00539779,0.203364
0.00537967,0.201387
0.00538246,0.201278
0.0054044,0.200921
0.00531302,0.201281
0.00530896,0.201737
0.00541636,0.20134
